Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min,Day_of_Journey,Month_of_Journey
Air India,Delhi,Cochin,725,2,No info,12488,15,19.0,7,10,12,6
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5198,10,10.0,7,10,12,4
Jet Airways,Banglore,Delhi,180,0,No info,7229,45,20.0,17,45,1,5
Air India,Kolkata,Banglore,1045,2,No info,12723,15,23.0,5,50,12,6
Air India,Mumbai,Hyderabad,1630,2,No info,13169,10,9.0,6,0,6,3
Air India,Kolkata,Banglore,535,2,No info,8366,20,18.0,9,25,15,5
Multiple carriers,Delhi,Cochin,900,1,No info,7670,0,21.0,6,0,9,5
Jet Airways,Banglore,Delhi,165,0,No info,7229,45,8.0,6,0,1,4
Vistara,Banglore,Delhi,170,0,No info,4668,50,23.0,21,0,1,6
Air Asia,Delhi,Cochin,660,1,No info,8327,10,7.0,20,10,9,3
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,12898,35,12.0,20,55,21,5
IndiGo,Kolkata,Banglore,240,1,No info,4226,20,10.0,6,20,6,5
Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,10262,0,19.0,19,15,27,6
Multiple carriers,Delhi,Cochin,845,1,No info,10678,0,19.0,4,55,24,6
Air India,Delhi,Cochin,865,2,No info,8052,40,7.0,17,15,21,3
GoAir,Banglore,New Delhi,175,0,No info,3898,35,14.0,11,40,24,3
Air Asia,Kolkata,Banglore,155,0,No info,3807,55,12.0,10,20,12,6
IndiGo,Delhi,Cochin,705,1,No info,6838,0,21.0,9,15,3,6
Jet Airways,Delhi,Cochin,810,2,No info,13014,0,19.0,5,30,24,6
IndiGo,Kolkata,Banglore,150,0,No info,5224,55,16.0,14,25,12,4
Multiple carriers,Delhi,Cochin,750,1,No info,13377,30,1.0,13,0,6,6
GoAir,Delhi,Cochin,355,1,No info,6633,55,12.0,7,0,21,5
Air Asia,Kolkata,Banglore,955,1,No info,5192,30,23.0,7,35,24,5
IndiGo,Banglore,Delhi,170,0,No info,4591,0,1.0,22,10,18,4
Air India,Kolkata,Banglore,155,0,No info,4880,20,23.0,20,45,12,5
Jet Airways,Banglore,Delhi,180,0,No info,7229,45,20.0,17,45,27,4
Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,12373,25,4.0,19,45,9,5
Air India,Delhi,Cochin,180,0,No info,6094,10,17.0,14,10,27,4
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,10262,35,12.0,20,55,12,6
Jet Airways,Delhi,Cochin,440,2,No info,15439,0,19.0,11,40,9,4
IndiGo,Banglore,Delhi,170,0,No info,4077,20,2.0,23,30,6,5
GoAir,Banglore,Delhi,165,0,No info,4632,40,23.0,20,55,18,5
Jet Airways,Kolkata,Banglore,505,1,No info,12692,0,18.0,9,35,6,6
IndiGo,Kolkata,Banglore,265,1,No info,3480,45,23.0,19,20,24,4
Multiple carriers,Delhi,Cochin,460,2,No info,19360,30,1.0,17,50,18,5
Jet Airways,Banglore,New Delhi,1235,1,In-flight meal not included,9134,15,8.0,11,40,15,3
Multiple carriers,Delhi,Cochin,420,1,No info,13587,0,21.0,14,0,24,6
Jet Airways,Delhi,Cochin,1530,1,No info,15554,0,19.0,17,30,9,5
Jet Airways,Banglore,New Delhi,160,0,No info,7229,35,22.0,19,55,9,3
IndiGo,Delhi,Cochin,825,1,No info,7514,20,22.0,8,35,6,3
Multiple carriers,Delhi,Cochin,780,1,No info,13587,0,21.0,8,0,6,6
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,7229,10,10.0,7,10,9,6
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,10262,25,4.0,2,15,1,6
IndiGo,Delhi,Cochin,810,1,No info,14871,0,21.0,7,30,3,3
Multiple carriers,Delhi,Cochin,615,1,No info,10529,0,19.0,8,45,27,5
IndiGo,Delhi,Cochin,895,1,No info,6442,30,22.0,7,35,12,6
IndiGo,Kolkata,Banglore,290,1,No info,5170,5,20.0,15,15,21,5
IndiGo,Delhi,Cochin,895,1,No info,6442,30,22.0,7,35,15,5
IndiGo,Banglore,Delhi,175,0,No info,3419,25,3.0,0,30,27,5
Jet Airways,Banglore,New Delhi,830,1,No info,17261,25,10.0,20,35,6,3
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,35,10.0,8,20,24,6
Air Asia,Banglore,Delhi,165,0,No info,3383,55,13.0,11,10,12,5
Air India,Delhi,Cochin,1275,2,No info,9181,15,19.0,22,0,24,6
Jet Airways,Banglore,New Delhi,990,1,In-flight meal not included,11087,25,11.0,18,55,12,3
Jet Airways,Banglore,Delhi,180,0,No info,7229,10,10.0,7,10,18,4
Multiple carriers,Delhi,Cochin,870,1,No info,11249,15,19.0,4,45,9,3
Jet Airways,Banglore,New Delhi,960,1,No info,16736,0,23.0,7,0,6,3
Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,10262,25,4.0,17,30,24,6
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,10262,0,19.0,14,0,1,6
Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,20,4.0,2,55,15,5
Multiple carriers,Delhi,Cochin,390,1,No info,8307,30,15.0,9,0,21,3
Air India,Delhi,Cochin,965,1,No info,7690,25,9.0,17,20,18,5
Jet Airways,Delhi,Cochin,1390,2,No info,16704,35,12.0,13,25,18,5
Air India,Delhi,Cochin,1660,1,No info,10315,40,7.0,4,0,9,3
Jet Airways,Delhi,Cochin,1615,2,No info,15129,35,12.0,9,40,27,5
Air India,Kolkata,Banglore,1555,1,No info,12173,55,8.0,7,0,24,3
Air India,Kolkata,Banglore,965,1,No info,4227,5,11.0,19,0,3,4
IndiGo,Banglore,Delhi,165,0,No info,3943,50,8.0,6,5,12,6
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,7229,5,14.0,11,10,1,6
Vistara,Kolkata,Banglore,790,1,No info,8610,20,20.0,7,10,15,5
IndiGo,Banglore,New Delhi,175,0,No info,7303,5,10.0,7,10,9,3
Jet Airways,Banglore,New Delhi,780,1,In-flight meal not included,10972,40,7.0,18,40,18,3
Multiple carriers,Delhi,Cochin,640,1,No info,7670,0,21.0,10,20,18,5
Air India,Delhi,Cochin,555,1,No info,8372,15,19.0,10,0,15,5
IndiGo,Delhi,Cochin,630,1,No info,6628,30,1.0,15,0,1,6
Jet Airways,Delhi,Cochin,1415,1,In-flight meal not included,10262,35,12.0,13,0,9,6
Jet Airways,Kolkata,Banglore,1010,1,No info,14178,20,9.0,16,30,24,5
Jet Airways,Delhi,Cochin,820,2,In-flight meal not included,8518,50,18.0,5,10,27,3
Jet Airways,Delhi,Cochin,1320,2,No info,13376,35,12.0,14,35,24,6
Vistara,Kolkata,Banglore,1065,1,No info,8452,45,10.0,17,0,12,6
Jet Airways,Delhi,Cochin,620,1,No info,18371,35,12.0,2,15,24,6
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,45,14.0,13,15,3,4
Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,10368,35,12.0,19,30,1,6
Jet Airways,Kolkata,Banglore,1295,1,No info,11467,0,18.0,20,25,6,5
Jet Airways,Kolkata,Banglore,730,1,No info,14781,40,4.0,16,30,9,5
Air India,Mumbai,Hyderabad,780,1,No info,9535,15,9.0,20,15,6,3
Air India,Mumbai,Hyderabad,80,0,No info,2050,25,22.0,21,5,3,4
Jet Airways,Delhi,Cochin,535,2,In-flight meal not included,10368,25,4.0,19,30,12,6
Jet Airways,Kolkata,Banglore,850,1,In-flight meal not included,10031,35,22.0,8,25,24,3
SpiceJet,Kolkata,Banglore,145,0,No info,4491,25,11.0,9,0,21,4
Jet Airways,Banglore,Delhi,180,0,No info,7229,45,20.0,17,45,15,5
SpiceJet,Banglore,New Delhi,475,1,No info,11401,15,18.0,10,20,3,3
IndiGo,Chennai,Kolkata,140,0,No info,3597,5,17.0,14,45,27,6
Vistara,Kolkata,Banglore,965,1,No info,7927,5,9.0,17,0,12,6
SpiceJet,Kolkata,Banglore,145,0,No info,4174,25,11.0,9,0,1,5
Air India,Kolkata,Banglore,555,1,No info,10203,15,16.0,7,0,1,5
Vistara,Kolkata,Banglore,790,1,No info,8610,20,20.0,7,10,9,5
Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5769,10,18.0,15,15,12,6
IndiGo,Kolkata,Banglore,155,0,No info,5644,5,14.0,11,30,1,5
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,5769,10,10.0,7,10,3,6
Jet Airways,Banglore,Delhi,165,0,No info,7229,45,8.0,6,0,15,5
IndiGo,Kolkata,Banglore,240,1,No info,4226,20,10.0,6,20,9,6
IndiGo,Banglore,New Delhi,300,1,No info,4588,5,17.0,12,5,9,3
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4995,50,11.0,10,20,21,5
Jet Airways,Delhi,Cochin,1145,1,In-flight meal not included,5406,35,12.0,17,30,1,4
SpiceJet,Kolkata,Banglore,150,0,No info,3873,40,19.0,17,10,24,6
Jet Airways,Delhi,Cochin,440,1,No info,17024,50,18.0,11,30,6,3
SpiceJet,Delhi,Cochin,270,1,No check-in baggage included,5158,15,13.0,8,45,9,6
Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,50,11.0,10,20,1,5
Jet Airways,Kolkata,Banglore,635,1,In-flight meal not included,10844,20,16.0,5,45,18,5
Air India,Chennai,Kolkata,135,0,No info,4667,55,13.0,11,40,12,5
Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,5,21.0,19,35,3,4
Air India,Kolkata,Banglore,875,2,No info,12513,25,20.0,5,50,12,5
Jet Airways,Banglore,Delhi,180,0,No info,8016,10,10.0,7,10,27,6
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,5,20.0,17,45,1,6
Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,5963,25,4.0,17,30,21,3
Jet Airways,Kolkata,Banglore,475,1,No info,14781,20,16.0,8,25,18,5
Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,12373,35,12.0,9,0,18,5
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,5,21.0,19,35,1,6
Jet Airways,Banglore,New Delhi,760,1,In-flight meal not included,9134,25,18.0,5,45,15,3
Jet Airways,Delhi,Cochin,830,2,In-flight meal not included,10919,25,4.0,14,35,6,6
IndiGo,Mumbai,Hyderabad,90,0,No info,4575,40,10.0,9,10,1,5
IndiGo,Delhi,Cochin,195,0,No info,5601,50,8.0,5,35,15,6
Jet Airways,Kolkata,Banglore,395,1,No info,14151,35,23.0,17,0,18,5
Air India,Kolkata,Banglore,1195,2,No info,10151,55,7.0,12,0,6,5
Vistara,Banglore,Delhi,170,0,No info,5403,35,12.0,9,45,18,4
IndiGo,Delhi,Cochin,345,1,No info,6147,45,7.0,2,0,27,5
IndiGo,Kolkata,Banglore,150,0,No info,4804,55,16.0,14,25,27,6
Multiple carriers,Delhi,Cochin,620,1,No info,8371,15,19.0,8,55,27,3
Jet Airways,Delhi,Cochin,535,2,No info,13014,25,4.0,19,30,9,6
Air Asia,Banglore,Delhi,170,0,No info,3383,45,7.0,4,55,24,5
SpiceJet,Chennai,Kolkata,140,0,No info,7298,5,20.0,17,45,6,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,10,10.0,7,10,3,4
Multiple carriers,Delhi,Cochin,395,1,No info,15147,30,15.0,8,55,6,3
Multiple carriers,Delhi,Cochin,900,1,No info,10782,45,19.0,4,45,9,3
IndiGo,Delhi,Cochin,290,1,No info,6027,0,20.0,15,10,15,5
Jet Airways,Delhi,Cochin,830,2,In-flight meal not included,10919,25,4.0,14,35,6,6
Air India,Delhi,Cochin,1565,1,No info,6681,15,8.0,6,10,27,3
IndiGo,Banglore,Delhi,170,0,No info,3943,20,2.0,23,30,24,6
Jet Airways,Delhi,Cochin,885,1,In-flight meal not included,12898,35,12.0,21,50,27,5
IndiGo,Delhi,Cochin,415,1,No info,6628,30,1.0,18,35,6,6
Air India,Delhi,Cochin,1590,1,No info,5022,0,23.0,20,30,3,4
Air India,Delhi,Cochin,1470,2,No info,12698,40,7.0,7,10,3,6
Air Asia,Delhi,Cochin,625,1,No info,10794,10,7.0,20,45,9,6
IndiGo,Delhi,Cochin,575,1,No info,6416,0,21.0,11,25,9,6
SpiceJet,Kolkata,Banglore,140,0,No info,4622,40,0.0,22,20,9,3
IndiGo,Banglore,Delhi,170,0,No info,3943,50,15.0,13,0,27,5
Air Asia,Kolkata,Banglore,150,0,No info,4508,25,22.0,19,55,6,6
Vistara,Kolkata,Banglore,930,1,No info,8452,40,22.0,7,10,12,6
Air India,Kolkata,Banglore,970,2,No info,13437,55,8.0,16,45,12,5
Vistara,Chennai,Kolkata,140,0,No info,11982,5,20.0,17,45,18,5
Jet Airways,Kolkata,Banglore,1025,1,In-flight meal not included,10844,0,12.0,18,55,24,5
Jet Airways,Delhi,Cochin,1125,2,No info,15129,25,4.0,9,40,9,5
Jet Airways,Delhi,Cochin,300,1,No info,14714,0,19.0,14,0,27,6
IndiGo,Delhi,Cochin,860,1,No info,6093,0,21.0,6,40,27,6
IndiGo,Delhi,Cochin,505,1,No info,5307,20,13.0,4,55,6,4
GoAir,Delhi,Cochin,310,1,No info,10188,35,19.0,14,25,15,5
Jet Airways,Kolkata,Banglore,735,1,No info,14571,15,8.0,20,0,6,6
Jet Airways,Delhi,Cochin,555,2,No info,10976,25,4.0,19,10,27,3
Jet Airways,Kolkata,Banglore,590,1,In-flight meal not included,10844,20,16.0,6,30,24,5
IndiGo,Kolkata,Banglore,155,0,No info,4488,55,22.0,20,20,9,4
Air India,Delhi,Cochin,1215,1,No info,8582,15,19.0,23,0,24,5
Jet Airways,Delhi,Cochin,1010,1,In-flight meal not included,10262,35,12.0,19,45,24,6
Vistara,Kolkata,Banglore,1065,1,No info,8662,45,10.0,17,0,6,5
IndiGo,Banglore,New Delhi,165,0,No info,4777,45,8.0,6,0,24,3
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2071,20,17.0,15,50,27,3
Jet Airways,Banglore,New Delhi,980,1,In-flight meal not included,11087,15,15.0,22,55,12,3
Air India,Banglore,Delhi,170,0,No info,5228,55,23.0,21,5,18,4
Jet Airways,Kolkata,Banglore,590,1,No info,12996,20,16.0,6,30,1,4
Jet Airways,Banglore,New Delhi,900,1,No info,16736,0,23.0,8,0,6,3
Jet Airways,Kolkata,Banglore,910,1,No info,13941,5,10.0,18,55,1,5
Air India,Banglore,New Delhi,500,1,No info,9166,10,22.0,13,50,15,3
Air India,Delhi,Cochin,1535,1,No info,12677,50,6.0,5,15,3,3
Air India,Chennai,Kolkata,135,0,No info,4405,55,13.0,11,40,24,3
Jet Airways,Kolkata,Banglore,840,1,No info,12121,35,23.0,9,35,6,5
Air India,Banglore,Delhi,170,0,No info,6121,55,23.0,21,5,6,6
Jet Airways,Kolkata,Banglore,1495,1,No info,14388,20,9.0,8,25,18,5
Jet Airways,Kolkata,Banglore,870,1,No info,11467,55,10.0,20,25,1,4
Jet Airways,Banglore,New Delhi,780,1,No info,13817,25,10.0,21,25,12,3
Air India,Mumbai,Hyderabad,75,0,No info,3100,45,20.0,19,30,6,5
Multiple carriers,Delhi,Cochin,455,1,No info,8266,15,19.0,11,40,21,5
Jet Airways,Kolkata,Banglore,1660,1,No info,13759,25,23.0,19,45,24,3
IndiGo,Banglore,Delhi,170,0,No info,3943,15,3.0,0,25,9,6
Multiple carriers,Delhi,Cochin,440,1,No info,12327,35,1.0,18,15,27,3
IndiGo,Mumbai,Hyderabad,90,0,No info,4049,55,7.0,6,25,12,6
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3573,5,0.0,21,10,1,6
Air Asia,Kolkata,Banglore,150,0,No info,4409,25,22.0,19,55,15,5
Air India,Delhi,Cochin,1580,2,No info,6565,25,9.0,7,5,27,3
IndiGo,Kolkata,Banglore,160,0,No info,4174,5,0.0,21,25,15,4
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4030,10,10.0,7,10,24,5
Air Asia,Kolkata,Banglore,155,0,No info,4082,55,12.0,10,20,21,3
Air India,Kolkata,Banglore,1555,2,No info,6117,5,11.0,9,10,24,5
Jet Airways,Banglore,New Delhi,390,1,In-flight meal not included,6163,20,12.0,5,50,21,3
Jet Airways,Delhi,Cochin,745,1,In-flight meal not included,6540,25,4.0,16,0,27,3
SpiceJet,Kolkata,Banglore,315,1,No info,4649,20,20.0,15,5,12,5
Jet Airways,Delhi,Cochin,1270,1,In-flight meal not included,10262,0,19.0,21,50,9,6
Vistara,Banglore,Delhi,165,0,No info,5613,15,22.0,19,30,6,4
IndiGo,Banglore,New Delhi,180,0,No info,6144,30,11.0,8,30,24,3
Jet Airways,Kolkata,Banglore,1745,1,No info,13067,5,22.0,17,0,12,5
Vistara,Banglore,New Delhi,175,0,No info,7608,5,0.0,21,10,3,3
Multiple carriers,Delhi,Cochin,930,1,No info,7198,30,1.0,10,0,9,6
Jet Airways,Kolkata,Banglore,425,1,No info,13941,35,23.0,16,30,15,5
Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,10368,25,4.0,9,40,9,6
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,35,10.0,8,20,27,6
IndiGo,Kolkata,Banglore,160,0,No info,4462,5,23.0,20,25,27,3
Air India,Kolkata,Banglore,470,2,No info,8005,40,13.0,5,50,24,3
Jet Airways,Kolkata,Banglore,1660,1,In-flight meal not included,7064,35,22.0,18,55,1,4
Jet Airways,Kolkata,Banglore,1480,1,No info,12121,5,21.0,20,25,1,5
Air India,Delhi,Cochin,435,2,No info,8918,15,19.0,12,0,9,5
Air India,Kolkata,Banglore,745,1,No info,8891,50,21.0,9,25,12,5
Air India,Kolkata,Banglore,375,1,No info,10203,15,16.0,10,0,1,5
Multiple carriers,Delhi,Cochin,480,1,No info,8073,0,21.0,13,0,15,5
IndiGo,Delhi,Cochin,370,1,No info,11237,20,22.0,16,10,3,3
Jet Airways,Delhi,Cochin,1300,2,No info,13376,25,4.0,6,45,12,6
Multiple carriers,Delhi,Cochin,920,1,No info,6513,30,22.0,7,10,9,6
Jet Airways,Kolkata,Banglore,585,1,No info,13731,40,4.0,18,55,24,5
Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,7064,50,19.0,20,0,1,4
Jet Airways,Banglore,New Delhi,805,1,No info,16736,10,19.0,5,45,6,3
Jet Airways,Kolkata,Banglore,845,1,In-flight meal not included,8586,5,10.0,20,0,15,5
Multiple carriers,Delhi,Cochin,780,1,No info,11789,0,19.0,6,0,15,6
IndiGo,Kolkata,Banglore,155,0,No info,5224,5,14.0,11,30,24,5
IndiGo,Delhi,Cochin,195,0,No info,6834,20,0.0,21,5,15,5
IndiGo,Delhi,Cochin,570,1,No info,6316,30,1.0,16,0,15,6
Jet Airways,Delhi,Cochin,1925,2,No info,11869,50,18.0,10,45,21,3
Air Asia,Kolkata,Banglore,150,0,No info,4384,20,1.0,22,50,6,3
IndiGo,Kolkata,Banglore,150,0,No info,5644,55,16.0,14,25,21,4
Air India,Delhi,Cochin,1380,2,No info,19681,15,19.0,20,15,9,3
Multiple carriers,Delhi,Cochin,930,1,No info,13377,30,1.0,10,0,6,6
Multiple carriers,Delhi,Cochin,695,2,No info,10090,20,21.0,9,45,9,3
Jet Airways,Mumbai,Hyderabad,1380,2,No info,20845,50,16.0,17,50,6,3
Vistara,Banglore,Delhi,155,0,No info,4878,35,19.0,17,0,24,6
IndiGo,Mumbai,Hyderabad,90,0,No info,2227,50,22.0,21,20,1,6
IndiGo,Delhi,Cochin,515,1,No info,6442,10,16.0,7,35,18,5
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3257,5,0.0,21,10,27,5
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,7229,45,8.0,6,0,15,6
Air India,Kolkata,Banglore,1035,2,No info,15164,45,13.0,20,30,1,5
IndiGo,Banglore,New Delhi,170,0,No info,10067,0,13.0,10,10,24,3
Air India,Delhi,Cochin,180,0,No info,5674,10,17.0,14,10,15,3
Jet Airways,Banglore,New Delhi,1220,1,No info,20800,25,10.0,14,5,1,3
IndiGo,Delhi,Cochin,940,1,No info,7144,30,22.0,6,50,18,5
Air India,Delhi,Cochin,170,0,No info,6094,0,8.0,5,10,27,5
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4050,50,11.0,10,20,18,5
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3859,0,12.0,9,45,24,6
Jet Airways,Delhi,Cochin,1950,2,No info,11664,50,18.0,10,20,21,3
Multiple carriers,Delhi,Cochin,850,2,In-flight meal not included,7731,20,21.0,7,10,6,3
Jet Airways,Kolkata,Banglore,575,1,No info,12692,10,19.0,9,35,12,6
Air India,Delhi,Cochin,1210,2,No info,11307,25,9.0,13,15,18,5
Jet Airways,Kolkata,Banglore,450,1,In-flight meal not included,8586,40,4.0,21,10,9,6
IndiGo,Banglore,New Delhi,245,1,No info,5746,25,15.0,11,20,21,3
Multiple carriers,Delhi,Cochin,675,1,No info,13378,15,19.0,8,0,21,3
Air India,Banglore,New Delhi,165,0,No info,7486,45,19.0,17,0,24,3
SpiceJet,Chennai,Kolkata,155,0,No info,7298,5,12.0,9,30,6,3
Multiple carriers,Delhi,Cochin,560,1,No info,7005,0,21.0,11,40,12,6
IndiGo,Kolkata,Banglore,155,0,No info,4804,50,19.0,17,15,12,5
IndiGo,Delhi,Cochin,490,1,No info,16162,55,12.0,4,45,9,3
IndiGo,Banglore,Delhi,175,0,No info,3419,25,3.0,0,30,24,4
Air Asia,Kolkata,Banglore,500,2,No info,5192,30,23.0,15,10,1,5
Air Asia,Kolkata,Banglore,155,0,No info,4409,55,12.0,10,20,15,4
Jet Airways,Banglore,Delhi,180,0,No info,7229,20,11.0,8,20,18,4
IndiGo,Banglore,New Delhi,295,1,No info,5397,50,21.0,16,55,15,3
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,6542,0,19.0,14,0,15,4
GoAir,Delhi,Cochin,535,1,No info,5281,20,19.0,10,25,27,3
Multiple carriers,Delhi,Cochin,385,1,No info,8266,15,19.0,12,50,6,6
Jet Airways,Delhi,Cochin,300,1,In-flight meal not included,10262,0,19.0,14,0,12,6
Vistara,Kolkata,Banglore,1445,1,No info,11105,25,20.0,20,20,24,3
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,20,11.0,8,20,3,4
Air India,Kolkata,Banglore,150,0,No info,4960,45,16.0,14,15,6,3
Jet Airways,Banglore,New Delhi,1210,1,No info,16736,5,5.0,8,55,6,3
Multiple carriers,Delhi,Cochin,930,1,No info,13377,30,1.0,10,0,1,6
SpiceJet,Mumbai,Hyderabad,90,0,No info,2227,45,14.0,13,15,18,5
Air India,Mumbai,Hyderabad,80,0,No info,3100,40,7.0,6,20,15,3
Air India,Mumbai,Hyderabad,80,0,No info,3100,25,22.0,21,5,9,6
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,18,5
IndiGo,Mumbai,Hyderabad,90,0,No info,5232,35,21.0,20,5,3,3
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,3359,0,22.0,18,55,27,5
IndiGo,Banglore,New Delhi,175,0,No info,6144,5,10.0,7,10,24,3
IndiGo,Delhi,Cochin,265,1,No info,7725,0,12.0,7,35,6,3
Air India,Banglore,New Delhi,170,0,No info,4441,55,23.0,21,5,24,3
Air India,Delhi,Cochin,2280,3,No info,10703,15,19.0,5,15,27,6
Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,8529,5,10.0,21,10,12,6
Multiple carriers,Delhi,Cochin,560,1,No info,14973,20,13.0,4,0,3,3
Jet Airways,Kolkata,Banglore,685,1,No info,14571,50,19.0,8,25,24,5
SpiceJet,Banglore,Delhi,175,0,No check-in baggage included,3257,5,0.0,21,10,3,6
Jet Airways,Banglore,New Delhi,365,1,In-flight meal not included,11087,0,23.0,16,55,18,3
SpiceJet,Kolkata,Banglore,155,0,No info,3873,30,9.0,6,55,1,4
SpiceJet,Banglore,Delhi,170,0,No info,4423,20,12.0,9,30,15,4
Air India,Delhi,Cochin,1245,2,No info,11753,40,7.0,10,55,3,6
Jet Airways,Kolkata,Banglore,425,1,No info,14571,35,23.0,16,30,24,5
Multiple carriers,Delhi,Cochin,900,1,No info,8475,0,21.0,6,0,3,6
Jet Airways,Kolkata,Banglore,845,1,No info,13941,5,10.0,20,0,1,5
Jet Airways,Delhi,Cochin,1395,1,No info,16079,0,19.0,19,45,21,5
Multiple carriers,Delhi,Cochin,890,1,No info,13399,50,18.0,4,0,6,3
Air India,Delhi,Cochin,1595,2,No info,9653,15,19.0,16,40,6,6
Jet Airways,Delhi,Cochin,540,1,No info,14714,0,19.0,10,0,6,6
Air Asia,Banglore,Delhi,165,0,No info,3383,55,13.0,11,10,18,6
Jet Airways,Banglore,New Delhi,1090,1,No info,22270,15,8.0,14,5,1,3
Vistara,Chennai,Kolkata,135,0,No info,5944,20,9.0,7,5,3,3
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,9663,15,8.0,18,55,12,5
Multiple carriers,Delhi,Cochin,560,1,No info,7740,0,21.0,11,40,1,6
Air India,Kolkata,Banglore,1605,1,No info,7211,15,23.0,20,30,1,4
Jet Airways,Banglore,Delhi,185,0,No info,7229,0,22.0,18,55,1,4
IndiGo,Kolkata,Banglore,155,0,No info,4174,5,14.0,11,30,6,4
Air India,Kolkata,Banglore,150,0,No info,5170,45,16.0,14,15,15,3
Multiple carriers,Delhi,Cochin,580,1,No info,15135,50,18.0,9,10,3,3
SpiceJet,Kolkata,Banglore,315,1,No info,4649,20,20.0,15,5,9,4
Vistara,Banglore,Delhi,160,0,No info,4668,40,9.0,7,0,1,5
Air India,Delhi,Cochin,765,1,No info,7480,25,9.0,20,40,12,6
Air India,Banglore,Delhi,165,0,No info,6121,45,19.0,17,0,18,4
Jet Airways,Delhi,Cochin,1195,2,No info,15129,0,19.0,23,5,27,5
Air India,Kolkata,Banglore,675,1,No info,7452,5,21.0,9,50,6,5
Jet Airways,Kolkata,Banglore,1520,1,In-flight meal not included,10539,55,10.0,9,35,6,6
IndiGo,Banglore,New Delhi,170,0,No info,7648,10,1.0,22,20,3,3
SpiceJet,Banglore,New Delhi,175,0,No info,3925,30,12.0,9,35,24,3
IndiGo,Chennai,Kolkata,140,0,No info,3597,35,15.0,13,15,15,6
Jet Airways,Kolkata,Banglore,910,1,In-flight meal not included,8586,5,10.0,18,55,1,5
Air India,Delhi,Cochin,1580,2,No info,13591,15,19.0,16,55,27,6
Multiple carriers,Delhi,Cochin,545,1,No info,9646,10,16.0,7,5,1,6
Vistara,Banglore,Delhi,170,0,No info,4668,35,12.0,9,45,6,5
Air India,Kolkata,Banglore,625,1,No info,10203,25,20.0,10,0,9,5
Air India,Banglore,New Delhi,385,1,No info,7932,20,13.0,6,55,24,3
Air India,Kolkata,Banglore,905,1,No info,7893,55,7.0,16,50,1,4
Jet Airways,Delhi,Cochin,810,2,In-flight meal not included,13029,0,19.0,5,30,9,5
Jet Airways,Delhi,Cochin,1655,1,In-flight meal not included,10262,35,12.0,9,0,12,6
IndiGo,Kolkata,Banglore,265,1,No info,3574,45,23.0,19,20,12,6
Air Asia,Delhi,Cochin,870,1,No info,8759,25,22.0,7,55,3,6
Jet Airways,Banglore,New Delhi,1420,1,In-flight meal not included,13502,40,7.0,8,0,3,3
Air India,Kolkata,Banglore,1440,1,No info,6528,35,14.0,14,35,18,5
Jet Airways,Delhi,Cochin,800,1,In-flight meal not included,6017,25,4.0,15,5,27,3
Vistara,Banglore,Delhi,165,0,No info,5613,15,22.0,19,30,9,4
