,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Arr_Time_Min,Arr_Time_Hour,Dep_Time_Hour,Dep_Time_Min
5772,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,395,1,No info,14714,25,4.0,21,50
5773,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,965,1,In-flight meal not included,7064,35,22.0,6,30
5774,Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5198,10,10.0,7,10
5775,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,590,1,No info,14781,20,16.0,6,30
5776,Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,No info,13381,15,19.0,20,15
5777,Air India,1/06/2019,Delhi,Cochin,DEL → COK,170,0,No info,6094,0,8.0,5,10
5778,IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,320,1,No info,5298,10,12.0,6,50
5779,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,660,1,No info,7408,0,21.0,10,0
5780,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,890,1,No info,14388,0,12.0,21,10
5781,Air India,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,No info,9443,15,19.0,19,45
5782,Air India,3/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,2170,2,No info,11762,15,19.0,7,5
5783,Air India,27/06/2019,Delhi,Cochin,DEL → MAA → COK,1255,1,No info,7480,25,9.0,12,30
5784,IndiGo,15/03/2019,Delhi,Cochin,DEL → COK,195,0,No info,5406,50,8.0,5,35
5785,Jet Airways,12/06/2019,Delhi,Cochin,DEL → COK,195,0,No info,9564,15,14.0,11,0
5786,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,In-flight meal not included,10368,0,19.0,9,40
5787,IndiGo,9/05/2019,Delhi,Cochin,DEL → MAA → COK,315,1,No info,5636,30,12.0,7,15
5788,SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,15,0.0,22,45
5789,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,450,1,No info,12739,40,4.0,21,10
5790,IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4148,55,16.0,14,20
5791,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,860,1,No info,7191,0,21.0,6,40
5792,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,1280,1,In-flight meal not included,10262,25,4.0,7,5
5793,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,630,1,No info,12312,25,20.0,9,55
5794,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,1485,1,In-flight meal not included,10262,0,19.0,18,15
5795,Jet Airways,15/06/2019,Delhi,Cochin,DEL → COK,195,0,No info,9564,15,14.0,11,0
5796,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,1335,1,No info,13759,45,4.0,6,30
5797,Vistara,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1640,1,No info,8610,20,20.0,17,0
5798,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,360,1,No info,14714,0,19.0,13,0
5799,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4823,20,11.0,8,30
5800,Air Asia,27/05/2019,Delhi,Cochin,DEL → BLR → COK,470,1,No info,6451,45,15.0,7,55
5801,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,300,1,No info,16079,0,19.0,14,0
5802,Jet Airways,1/06/2019,Delhi,Cochin,DEL → COK,195,0,In-flight meal not included,7202,15,14.0,11,0
5803,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,4944,20,2.0,23,30
5804,SpiceJet,1/06/2019,Banglore,Delhi,BLR → DEL,160,0,No info,3625,35,8.0,5,55
5805,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1315,1,In-flight meal not included,9663,0,12.0,14,5
5806,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,520,1,No info,9794,0,19.0,10,20
5807,SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2437,45,14.0,13,15
5808,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,930,1,No info,13377,30,1.0,10,0
5809,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,520,1,In-flight meal not included,8586,40,4.0,20,0
5810,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,380,1,No info,19225,15,15.0,8,55
5811,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,335,1,No info,15554,25,4.0,22,50
5812,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,750,1,No info,12121,5,22.0,9,35
5813,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,0,13.0,10,10
5814,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,695,1,No info,13555,0,9.0,21,25
5815,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,185,0,No info,4990,20,21.0,18,15
5816,Air India,6/03/2019,Delhi,Cochin,DEL → BLR → COK,1590,1,No info,8854,0,23.0,20,30
5817,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,540,1,No info,7878,10,16.0,7,10
5818,Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,8028,35,12.0,9,50
5819,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,In-flight meal not included,8586,15,8.0,18,55
5820,Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,1215,2,No info,15164,45,13.0,17,30
5821,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,495,1,No info,12284,15,15.0,7,0
5822,Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,85,0,In-flight meal not included,4995,30,8.0,7,5
5823,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,630,1,No info,10051,15,19.0,8,45
5824,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1200,1,In-flight meal not included,9663,5,10.0,14,5
5825,Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,1345,2,No info,14424,25,5.0,7,0
5826,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,540,1,No info,14714,0,19.0,10,0
5827,Air India,24/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,3100,25,15.0,13,55
5828,IndiGo,6/06/2019,Delhi,Cochin,DEL → BLR → COK,320,1,No info,6493,25,22.0,17,5
5829,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,1025,1,No info,14571,35,23.0,6,30
5830,Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,In-flight meal not included,10368,0,19.0,5,30
5831,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,805,1,No info,14714,25,4.0,15,0
5832,SpiceJet,18/05/2019,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543,35,10.0,8,20
5833,Air Asia,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,710,1,No info,6810,25,19.0,7,35
5834,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,150,0,No check-in baggage included,5201,30,11.0,9,0
5835,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,480,1,No info,13377,30,1.0,17,30
5836,Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,680,1,No info,14629,50,18.0,7,30
5837,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,810,1,No info,6093,0,21.0,7,30
5838,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,835,3,No info,15419,30,1.0,11,35
5839,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,2,No info,13484,45,13.0,16,50
5840,Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,640,1,No info,8372,40,7.0,21,0
5841,Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,1625,2,No info,8534,20,11.0,8,15
5842,Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4030,45,20.0,17,45
5843,Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1130,2,No info,13292,25,4.0,9,35
5844,Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,No info,13014,25,4.0,5,30
5845,Air India,9/03/2019,Delhi,Cochin,DEL → BOM → COK,675,1,No info,16754,15,19.0,8,0
5846,IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,160,0,No info,6565,55,19.0,17,15
5847,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,1210,1,No info,16079,0,19.0,22,50
5848,Jet Airways,9/05/2019,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,In-flight meal not included,11507,35,12.0,21,25
5849,Vistara,6/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,1555,1,No info,12395,25,9.0,7,30
5850,IndiGo,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,300,1,No info,22153,35,0.0,19,35
5851,Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,1790,2,In-flight meal not included,10919,35,12.0,6,45
5852,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,455,1,No info,13759,45,4.0,21,10
5853,Air India,18/04/2019,Delhi,Cochin,DEL → COK,170,0,No info,6094,0,8.0,5,10
5854,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,1700,2,No info,11542,45,13.0,9,25
5855,Jet Airways,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,1300,2,No info,13376,25,4.0,6,45
5856,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1365,1,No info,25735,25,10.0,11,40
5857,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1450,1,No info,17471,0,23.0,22,50
5858,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,425,1,In-flight meal not included,10844,35,23.0,16,30
5859,Air India,3/06/2019,Delhi,Cochin,DEL → BOM → COK,760,1,No info,8372,40,7.0,19,0
5860,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,3858,0,14.0,11,35
5861,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,5694,15,4.0,1,30
5862,Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,1475,1,No info,17234,50,18.0,18,15
5863,Jet Airways,9/04/2019,Delhi,Cochin,DEL → LKO → BOM → COK,1140,2,No info,11546,25,4.0,9,25
5864,Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,160,0,No info,8028,40,9.0,7,0
5865,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,180,0,No info,8016,50,22.0,19,50
5866,Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1435,1,No info,10413,25,20.0,20,30
5867,Air India,12/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,665,2,No info,11948,10,22.0,11,5
5868,Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,3205,50,11.0,10,20
5869,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4423,50,15.0,13,0
5870,Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,160,0,No info,4878,40,9.0,7,0
5871,IndiGo,15/04/2019,Delhi,Cochin,DEL → BLR → COK,310,1,No info,5912,15,22.0,17,5
5872,Air India,12/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,1625,2,No info,11411,55,8.0,5,50
5873,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,840,1,No info,7618,0,21.0,7,0
5874,Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,175,0,No info,7229,10,18.0,15,15
5875,IndiGo,27/06/2019,Delhi,Cochin,DEL → BLR → COK,290,1,No info,6147,0,20.0,15,10
5876,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,600,2,No info,14237,25,4.0,18,25
5877,IndiGo,21/03/2019,Delhi,Cochin,DEL → AMD → COK,355,1,No info,6101,40,13.0,7,45
5878,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,765,2,No info,12324,35,5.0,16,50
5879,Vistara,01/03/2019,Banglore,New Delhi,BLR → AMD → DEL,915,1,No info,18387,55,21.0,6,40
5880,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,745,1,In-flight meal not included,10262,25,4.0,16,0
5881,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,600,1,In-flight meal not included,10262,0,19.0,9,0
5882,Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,180,0,No info,7229,10,10.0,7,10
5883,Air Asia,27/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,3807,20,1.0,22,50
5884,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,620,1,No info,7695,35,1.0,15,15
5885,Air India,18/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,1625,2,No info,12723,55,8.0,5,50
5886,SpiceJet,15/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,2175,45,14.0,13,15
5887,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,975,1,No info,6628,30,1.0,9,15
5888,Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,No info,13376,25,4.0,14,35
5889,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4148,45,17.0,15,10
5890,Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,1380,2,In-flight meal not included,9254,25,4.0,5,25
5891,Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,185,0,No info,8016,0,22.0,18,55
5892,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,4030,45,20.0,17,45
5893,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5198,45,20.0,17,45
5894,Air Asia,15/04/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,4409,25,22.0,19,55
5895,Air India,1/03/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,10082,25,15.0,13,55
5896,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,1200,1,In-flight meal not included,9663,5,10.0,14,5
5897,SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,160,0,No info,3971,35,8.0,5,55
5898,IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,6297,15,10.0,7,55
5899,SpiceJet,9/05/2019,Banglore,Delhi,BLR → DEL,160,0,No check-in baggage included,3573,35,8.0,5,55
5900,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,510,1,In-flight meal not included,10844,35,22.0,14,5
5901,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,4423,50,8.0,6,5
5902,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,435,1,No info,19225,20,21.0,14,5
5903,IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,6297,30,0.0,22,5
5904,SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,140,0,No info,3849,40,0.0,22,20
5905,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,450,1,No info,15078,30,15.0,8,0
5906,IndiGo,12/05/2019,Kolkata,Banglore,CCU → HYD → BLR,265,1,No info,4205,45,23.0,19,20
5907,Air India,27/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,5228,10,16.0,13,20
5908,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,840,1,No info,7408,0,21.0,7,0
5909,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,7229,5,14.0,11,10
5910,Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,In-flight meal not included,10919,25,4.0,14,35
5911,Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,4544,10,18.0,15,15
5912,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,1225,1,In-flight meal not included,6540,25,4.0,8,0
5913,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1420,2,No info,9483,50,18.0,19,10
5914,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,540,1,No info,16079,0,19.0,10,0
5915,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,435,1,No info,13377,30,1.0,18,15
5916,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,175,0,No info,4823,50,21.0,18,55
5917,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1075,1,No info,14151,55,10.0,17,0
5918,GoAir,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,495,1,No info,6095,45,7.0,23,30
5919,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,555,1,No info,12029,15,19.0,10,0
5920,Air India,6/04/2019,Kolkata,Banglore,CCU → HYD → BLR,965,1,No info,4437,5,11.0,19,0
5921,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,165,0,No info,3419,15,4.0,1,30
5922,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3943,0,13.0,10,10
5923,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,695,1,No info,13542,35,1.0,14,0
5924,Air India,27/06/2019,Delhi,Cochin,DEL → BLR → COK,320,1,No info,7174,0,23.0,17,40
5925,IndiGo,9/03/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,7417,35,10.0,9,10
5926,Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,900,2,No info,16704,25,4.0,13,25
5927,Air India,18/03/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4435,20,23.0,20,45
5928,Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,2,No info,11432,35,5.0,9,25
5929,Air Asia,21/06/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3383,45,2.0,23,55
5930,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4804,15,7.0,4,40
5931,Air Asia,27/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,3383,45,7.0,4,55
5932,IndiGo,24/05/2019,Kolkata,Banglore,CCU → GAU → BLR,320,1,No info,6991,30,20.0,15,10
5933,Air India,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,No info,10441,15,19.0,5,0
5934,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,265,1,No info,5073,0,12.0,7,35
5935,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,915,1,No info,7695,35,1.0,10,20
5936,Air India,24/05/2019,Delhi,Cochin,DEL → MAA → COK,765,1,No info,7480,25,9.0,20,40
5937,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,1505,1,In-flight meal not included,10262,35,12.0,11,30
5938,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,750,1,No info,13817,25,11.0,22,55
5939,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,575,1,No info,13067,10,19.0,9,35
5940,SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965,45,14.0,13,15
5941,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,560,1,No info,6674,10,16.0,6,50
5942,Air India,12/03/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,710,2,No info,16172,55,16.0,5,5
5943,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,385,1,In-flight meal not included,7268,15,19.0,12,50
5944,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,315,1,No info,17524,15,12.0,7,0
5945,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,450,1,No info,7888,30,1.0,18,0
5946,IndiGo,6/06/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754,35,20.0,19,5
5947,Air India,03/03/2019,Banglore,New Delhi,BLR → HBX → BOM → AMD → DEL,715,3,No info,10573,55,23.0,12,0
5948,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,440,1,No info,11789,0,19.0,11,40
5949,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1365,1,No info,13067,10,19.0,20,25
5950,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,165,0,No info,4238,25,3.0,0,40
5951,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,690,1,No info,9794,0,19.0,7,30
5952,Air India,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,No info,7615,25,9.0,7,5
5953,Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,2525,2,No info,11664,25,4.0,10,20
5954,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,In-flight meal not included,7064,50,19.0,6,30
5955,IndiGo,15/04/2019,Kolkata,Banglore,CCU → HYD → BLR,265,1,No info,3809,45,23.0,19,20
5956,SpiceJet,18/06/2019,Kolkata,Banglore,CCU → BLR,150,0,No check-in baggage included,3841,40,19.0,17,10
5957,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,830,1,No info,6795,30,1.0,11,40
5958,IndiGo,24/04/2019,Kolkata,Banglore,CCU → HYD → BLR,290,1,No info,4565,5,20.0,15,15
5959,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,420,1,No info,12351,35,1.0,18,35
5960,IndiGo,18/03/2019,Delhi,Cochin,DEL → COK,195,0,No info,5021,20,0.0,21,5
5961,Air India,21/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,1220,2,No info,10467,25,9.0,13,5
5962,Air India,15/04/2019,Banglore,Delhi,BLR → DEL,165,0,No info,6121,45,19.0,17,0
5963,SpiceJet,15/03/2019,Chennai,Kolkata,MAA → CCU,140,0,No info,6300,5,20.0,17,45
5964,Air Asia,01/03/2019,Banglore,New Delhi,BLR → DEL,170,0,No info,10715,40,8.0,5,50
5965,Air India,24/05/2019,Kolkata,Banglore,CCU → BLR,150,0,No info,5510,45,16.0,14,15
5966,Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,6144,0,22.0,18,55
5967,Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1475,2,No info,19329,45,19.0,19,10
5968,Air India,6/03/2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,1840,2,No info,13253,25,19.0,12,45
5969,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,800,1,No info,13941,50,19.0,6,30
5970,IndiGo,1/04/2019,Kolkata,Banglore,CCU → BLR,155,0,No info,4488,55,22.0,20,20
5971,SpiceJet,3/06/2019,Kolkata,Banglore,CCU → BLR,155,0,No check-in baggage included,3841,30,9.0,6,55
5972,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,470,1,No info,7575,15,19.0,11,25
5973,Air India,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,No info,9968,15,19.0,16,40
5974,Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,No info,15129,0,19.0,13,25
5975,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BBI → BLR,330,1,No info,4864,40,12.0,7,10
5976,Air India,3/06/2019,Delhi,Cochin,DEL → MAA → COK,965,1,No info,7480,25,9.0,17,20
5977,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,710,1,No info,15867,50,18.0,7,0
5978,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,750,1,No info,13067,5,22.0,9,35
5979,Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,905,1,No info,8366,55,7.0,16,50
5980,Air India,3/03/2019,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,No info,21571,15,19.0,12,55
5981,Air Asia,12/05/2019,Banglore,Delhi,BLR → DEL,170,0,No info,4282,45,7.0,4,55
5982,Air India,9/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,1580,2,No info,13591,15,19.0,16,55
5983,Vistara,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,1625,1,No info,7927,25,23.0,20,20
5984,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,1680,1,No info,14714,0,19.0,15,0
5985,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,1275,1,In-flight meal not included,11087,10,16.0,18,55
5986,Air India,1/03/2019,Delhi,Cochin,DEL → BOM → COK,1660,1,No info,28322,40,7.0,4,0
5987,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,1570,1,In-flight meal not included,9314,10,19.0,17,0
5988,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,290,1,No info,7060,0,20.0,15,10
5989,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,145,0,No info,7900,0,14.0,11,35
5990,Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,85,0,No info,5678,20,4.0,2,55
5991,IndiGo,24/04/2019,Kolkata,Banglore,CCU → MAA → BLR,275,1,No info,4860,10,0.0,19,35
5992,SpiceJet,1/05/2019,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2017,15,7.0,5,45
5993,IndiGo,12/06/2019,Kolkata,Banglore,CCU → MAA → BLR,290,1,No info,5069,0,13.0,8,10
5994,Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,1655,1,No info,9397,45,10.0,7,10
5995,IndiGo,6/04/2019,Delhi,Cochin,DEL → BOM → COK,300,1,No info,5073,35,15.0,10,35
5996,Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,1040,3,No info,15145,15,23.0,5,55
5997,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,600,1,No info,8099,15,19.0,9,15
5998,Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,480,1,No info,14594,50,19.0,11,50
